Date,Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Procurement lead time,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Manufacturing lead time,Manufacturing costs,is_weekend,day_of_week,month,quarter,year,day_of_year,week_of_year,is_month_end,is_quarter_end,is_event_active,active_event,seasonal_multiplier
2023-06-20,skincare,SKU002,30.21,89,370,11177.7,Unisex,370,9,2,Express,21.88,Supplier_4,Mumbai,7,16.01,0,1,6,2,2023,171,25,0,0,1,Summer Sale,1.1212
2023-06-21,skincare,SKU002,41.01,88,422,17306.22,Female,509,24,8,Premium,19.1,Supplier_2,Delhi,20,25.45,0,2,6,2,2023,172,25,0,0,1,Summer Sale,1.118
2023-06-22,skincare,SKU002,47.94,92,262,12560.28,Unisex,262,15,7,Economy,13.52,Supplier_6,Delhi,7,22.04,0,3,6,2,2023,173,25,0,0,1,Summer Sale,1.2385
2023-06-23,skincare,SKU002,55.27,85,399,22052.73,Female,406,8,4,Premium,10.65,Supplier_7,Kolkata,19,32.69,0,4,6,2,2023,174,25,0,0,1,Summer Sale,1.2347
2023-06-24,skincare,SKU002,112.3,92,293,32903.9,Unisex,293,11,6,Economy,29.68,Supplier_5,Bangalore,14,51.26,1,5,6,2,2023,175,25,0,0,1,Summer Sale,1.6001
2023-06-25,skincare,SKU002,108.73,90,459,49907.07,Female,608,5,2,Economy,8.72,Supplier_1,Kolkata,20,61.92,1,6,6,2,2023,176,25,0,0,1,Summer Sale,1.4723
2023-06-26,skincare,SKU002,111.89,96,425,47553.25,Male,497,12,2,Economy,13.78,Supplier_1,Bangalore,20,42.09,0,0,6,2,2023,177,26,0,0,1,Summer Sale,1.223
2023-06-27,skincare,SKU002,44.69,92,387,17295.03,Female,587,4,1,Standard,23.42,Supplier_7,Bangalore,20,19.7,0,1,6,2,2023,178,26,0,0,1,Summer Sale,1.0971
2023-06-28,skincare,SKU002,38.25,99,266,10174.5,Female,266,19,3,Economy,14.79,Supplier_7,Delhi,14,18.87,0,2,6,2,2023,179,26,1,1,1,Summer Sale,1.2574
2023-06-29,skincare,SKU002,22.84,100,448,10232.32,Unisex,604,3,3,Express,10.33,Supplier_2,Pune,19,11.81,0,3,6,2,2023,180,26,1,1,1,Summer Sale,1.3924
2023-06-30,skincare,SKU002,100.06,86,312,31218.72,Unisex,312,23,1,Express,18.61,Supplier_3,Kolkata,13,60.0,0,4,6,2,2023,181,26,1,1,1,Summer Sale,1.3877
2023-07-01,skincare,SKU002,42.21,98,362,15280.02,Unisex,362,7,4,Premium,14.38,Supplier_7,Kolkata,16,23.2,1,5,7,3,2023,182,26,0,0,1,Back to School,1.7197
2023-07-02,skincare,SKU002,23.23,97,378,8780.94,Male,378,6,1,Premium,26.67,Supplier_6,Bangalore,9,11.24,1,6,7,3,2023,183,26,0,0,1,Back to School,1.582
2023-07-03,skincare,SKU002,60.64,99,409,24801.76,Female,449,4,6,Standard,18.31,Supplier_5,Delhi,14,30.07,0,0,7,3,2023,184,27,0,0,1,Back to School,1.3138
2023-07-04,skincare,SKU002,43.21,86,333,14388.93,Unisex,410,4,3,Premium,9.25,Supplier_3,Kolkata,13,21.22,0,1,7,3,2023,185,27,0,0,1,Back to School,1.0712
2023-07-05,skincare,SKU002,52.43,96,335,17564.05,Female,643,24,8,Express,8.19,Supplier_5,Mumbai,5,24.22,0,2,7,3,2023,186,27,0,0,1,Back to School,1.0675
2023-07-06,skincare,SKU002,82.44,100,322,26545.68,Female,322,5,8,Standard,29.14,Supplier_7,Pune,12,46.39,0,3,7,3,2023,187,27,0,0,1,Back to School,1.1821
2023-07-07,skincare,SKU002,35.66,90,332,11839.12,Male,572,24,7,Premium,22.13,Supplier_5,Pune,5,15.64,0,4,7,3,2023,188,27,0,0,1,Back to School,1.178
2023-07-08,skincare,SKU002,113.72,87,344,39119.68,Male,344,17,4,Economy,12.19,Supplier_1,Chennai,12,70.4,1,5,7,3,2023,189,27,0,0,1,Back to School,1.5263
2023-07-09,skincare,SKU002,45.91,93,399,18318.09,Male,590,4,2,Premium,25.33,Supplier_7,Chennai,10,21.15,1,6,7,3,2023,190,27,0,0,1,Back to School,1.4041
2023-07-10,skincare,SKU002,92.54,91,268,24800.72,Male,617,23,1,Premium,20.65,Supplier_2,Chennai,8,57.79,0,0,7,3,2023,191,28,0,0,1,Back to School,1.1079
2023-07-11,skincare,SKU002,56.16,97,284,15949.44,Male,284,14,7,Express,14.17,Supplier_7,Mumbai,10,29.0,0,1,7,3,2023,192,28,0,0,1,Back to School,0.9939
2023-07-12,skincare,SKU002,51.35,98,286,14686.1,Female,286,10,3,Standard,23.43,Supplier_4,Pune,11,20.37,0,2,7,3,2023,193,28,0,0,1,Back to School,0.9907
2023-07-13,skincare,SKU002,37.99,86,325,12346.75,Unisex,543,8,8,Economy,16.59,Supplier_2,Delhi,16,23.21,0,3,7,3,2023,194,28,0,0,1,Back to School,1.0973
2023-07-14,skincare,SKU002,89.67,92,330,29591.1,Female,505,20,8,Standard,21.33,Supplier_7,Pune,12,48.03,0,4,7,3,2023,195,28,0,0,1,Back to School,1.094
2023-07-15,skincare,SKU002,19.71,96,321,6326.91,Male,321,18,5,Standard,20.16,Supplier_7,Kolkata,12,7.73,1,5,7,3,2023,196,28,0,0,1,Back to School,1.4179
2023-07-16,skincare,SKU002,70.86,100,328,23242.08,Unisex,328,4,4,Express,25.8,Supplier_6,Delhi,16,45.67,1,6,7,3,2023,197,28,0,0,1,Back to School,1.3737
2023-07-17,skincare,SKU002,50.01,91,324,16203.24,Unisex,442,23,4,Express,20.78,Supplier_4,Chennai,14,28.95,0,0,7,3,2023,198,29,0,0,1,Back to School,1.1415
2023-07-18,skincare,SKU002,70.53,99,292,20594.76,Male,504,21,4,Standard,23.32,Supplier_1,Delhi,12,45.23,0,1,7,3,2023,199,29,0,0,1,Back to School,1.0245
2023-07-19,skincare,SKU002,49.69,94,253,12571.57,Male,296,12,3,Premium,26.54,Supplier_7,Delhi,16,25.2,0,2,7,3,2023,200,29,0,0,1,Back to School,1.0218
2023-07-20,skincare,SKU002,34.32,91,300,10296.0,Unisex,468,4,4,Economy,28.78,Supplier_7,Bangalore,5,16.08,0,3,7,3,2023,201,29,0,0,1,Back to School,1.1324
2023-07-21,skincare,SKU002,18.87,93,309,5830.83,Female,457,9,3,Express,29.22,Supplier_5,Delhi,12,10.53,0,4,7,3,2023,202,29,0,0,1,Back to School,1.1296
2023-07-22,skincare,SKU002,26.79,98,247,6617.13,Male,247,8,8,Premium,19.02,Supplier_3,Kolkata,13,10.56,1,5,7,3,2023,203,29,0,0,0,None,1.4651
2023-07-23,skincare,SKU002,50.93,87,347,17672.71,Female,426,17,2,Express,23.64,Supplier_4,Bangalore,18,25.7,1,6,7,3,2023,204,29,0,0,0,None,1.3494
2023-07-24,skincare,SKU002,73.17,95,237,17341.29,Unisex,252,25,6,Premium,24.78,Supplier_2,Delhi,16,37.96,0,0,7,3,2023,205,30,0,0,0,None,1.1221
2023-07-25,skincare,SKU002,18.5,94,232,4292.0,Male,300,12,2,Economy,28.94,Supplier_1,Chennai,9,11.62,0,1,7,3,2023,206,30,0,0,0,None,1.0079
2023-07-26,skincare,SKU002,80.11,86,271,21709.81,Unisex,346,19,5,Premium,22.67,Supplier_3,Kolkata,7,46.58,0,2,7,3,2023,207,30,0,0,0,None,1.006
2023-07-27,skincare,SKU002,25.85,88,251,6488.35,Female,414,14,4,Economy,11.04,Supplier_4,Kolkata,16,16.71,0,3,7,3,2023,208,30,0,0,0,None,1.1158
2023-07-28,skincare,SKU002,52.75,94,264,13926.0,Unisex,264,10,5,Economy,22.59,Supplier_1,Kolkata,14,32.21,0,4,7,3,2023,209,30,1,0,0,None,1.281
2023-07-29,skincare,SKU002,40.52,96,285,11548.2,Unisex,285,21,4,Economy,11.14,Supplier_1,Delhi,20,18.34,1,5,7,3,2023,210,30,1,0,0,None,1.6628
2023-07-30,skincare,SKU002,62.24,93,269,16742.56,Male,269,4,5,Standard,8.89,Supplier_4,Pune,6,27.09,1,6,7,3,2023,211,30,1,0,0,None,1.5327
2023-07-31,skincare,SKU002,96.63,86,295,28505.85,Female,295,7,2,Economy,29.7,Supplier_1,Pune,17,49.88,0,0,7,3,2023,212,31,1,0,0,None,1.2756
2023-08-01,skincare,SKU002,22.77,99,231,5259.87,Female,231,24,8,Standard,17.78,Supplier_7,Kolkata,13,13.41,0,1,8,3,2023,213,31,0,0,0,None,1.0968
2023-08-02,skincare,SKU002,72.97,94,246,17950.62,Unisex,323,7,1,Standard,18.71,Supplier_2,Kolkata,5,32.6,0,2,8,3,2023,214,31,0,0,0,None,1.0957
2023-08-03,skincare,SKU002,34.76,87,348,12096.48,Female,435,9,7,Economy,19.5,Supplier_5,Bangalore,20,20.91,0,3,8,3,2023,215,31,0,0,0,None,1.2163
2023-08-04,skincare,SKU002,15.28,90,292,4461.76,Male,509,20,8,Premium,22.41,Supplier_7,Mumbai,5,9.84,0,4,8,3,2023,216,31,0,0,0,None,1.1048
2023-08-05,skincare,SKU002,97.57,100,270,26343.9,Unisex,270,22,4,Premium,16.78,Supplier_6,Mumbai,16,54.68,1,5,8,3,2023,217,31,0,0,0,None,1.4351
2023-08-06,skincare,SKU002,18.51,87,279,5164.29,Male,332,16,2,Premium,8.76,Supplier_4,Bangalore,15,10.79,1,6,8,3,2023,218,31,0,0,0,None,1.3239
2023-08-07,skincare,SKU002,116.65,91,273,31845.45,Female,336,21,5,Premium,12.08,Supplier_2,Mumbai,12,74.76,0,0,8,3,2023,219,32,0,0,0,None,1.1026
2023-08-08,skincare,SKU002,61.08,95,215,13132.2,Female,455,9,8,Premium,18.27,Supplier_1,Bangalore,19,26.72,0,1,8,3,2023,220,32,0,0,0,None,0.9919
2023-08-09,skincare,SKU002,82.69,98,247,20424.43,Male,300,18,7,Economy,11.9,Supplier_1,Chennai,16,51.16,0,2,8,3,2023,221,32,0,0,0,None,0.9915
2023-08-10,skincare,SKU002,75.95,86,237,18000.15,Unisex,386,24,2,Premium,24.95,Supplier_3,Bangalore,12,30.9,0,3,8,3,2023,222,32,0,0,0,None,1.0463
2023-08-11,skincare,SKU002,47.72,92,237,11309.64,Female,475,3,6,Standard,28.44,Supplier_3,Chennai,14,24.51,0,4,8,3,2023,223,32,0,0,0,None,1.046
2023-08-12,skincare,SKU002,52.93,99,328,17361.04,Unisex,486,15,4,Economy,16.23,Supplier_5,Bangalore,17,21.65,1,5,8,3,2023,224,32,0,0,0,None,1.3596
2023-08-13,skincare,SKU002,90.85,94,296,26891.6,Female,360,13,6,Standard,22.83,Supplier_4,Delhi,7,36.62,1,6,8,3,2023,225,32,0,0,0,None,1.2548
2023-08-14,skincare,SKU002,52.3,89,210,10983.0,Unisex,210,13,5,Standard,18.79,Supplier_4,Delhi,6,20.08,0,0,8,3,2023,226,33,0,0,0,None,1.0456
2023-08-15,skincare,SKU002,44.07,85,230,10136.1,Male,413,17,3,Standard,26.67,Supplier_5,Kolkata,6,28.04,0,1,8,3,2023,227,33,0,0,0,None,0.941
2023-08-16,skincare,SKU002,37.8,98,229,8656.2,Unisex,229,8,3,Premium,13.64,Supplier_7,Mumbai,11,14.25,0,2,8,3,2023,228,33,0,0,0,None,0.9905
2023-08-17,skincare,SKU002,36.03,97,259,9331.77,Male,323,13,6,Standard,18.14,Supplier_4,Bangalore,19,21.72,0,3,8,3,2023,229,33,0,0,0,None,1.1006
2023-08-18,skincare,SKU002,108.84,94,292,31781.28,Male,327,17,2,Economy,14.66,Supplier_5,Bangalore,15,49.26,0,4,8,3,2023,230,33,0,0,0,None,1.1006
2023-08-19,skincare,SKU002,34.74,87,361,12541.14,Male,537,7,1,Express,29.74,Supplier_6,Pune,5,17.62,1,5,8,3,2023,231,33,0,0,0,None,1.4308
2023-08-20,skincare,SKU002,104.4,99,276,28814.4,Female,276,11,2,Economy,28.82,Supplier_3,Kolkata,14,50.22,1,6,8,3,2023,232,33,0,0,0,None,1.3207
2023-08-21,skincare,SKU002,82.81,91,287,23766.47,Unisex,496,18,2,Standard,13.43,Supplier_5,Bangalore,19,36.74,0,0,8,3,2023,233,34,0,0,0,None,1.1006
2023-08-22,skincare,SKU002,21.04,97,242,5091.68,Female,282,20,7,Standard,16.34,Supplier_3,Bangalore,9,12.56,0,1,8,3,2023,234,34,0,0,0,None,0.9905
2023-08-23,skincare,SKU002,94.63,94,211,19966.93,Unisex,373,20,2,Standard,14.37,Supplier_5,Chennai,10,51.5,0,2,8,3,2023,235,34,0,0,0,None,0.9904
2023-08-24,skincare,SKU002,95.91,91,275,26375.25,Unisex,450,5,4,Express,9.18,Supplier_3,Delhi,15,46.15,0,3,8,3,2023,236,34,0,0,0,None,1.1003
2023-08-25,skincare,SKU002,44.7,96,227,10146.9,Male,289,23,2,Express,8.37,Supplier_2,Kolkata,10,18.68,0,4,8,3,2023,237,34,0,0,0,None,1.1
2023-08-26,skincare,SKU002,75.02,94,321,24081.42,Female,486,11,5,Standard,23.28,Supplier_7,Mumbai,7,27.84,1,5,8,3,2023,238,34,0,0,0,None,1.4297
2023-08-27,skincare,SKU002,50.64,96,319,16154.16,Unisex,544,6,4,Premium,8.43,Supplier_7,Chennai,5,18.29,1,6,8,3,2023,239,34,0,0,0,None,1.3192
2023-08-28,skincare,SKU002,118.77,87,235,27910.95,Unisex,235,12,3,Express,9.57,Supplier_6,Mumbai,10,62.09,0,0,8,3,2023,240,35,1,0,0,None,1.2636
2023-08-29,skincare,SKU002,106.48,93,306,32582.88,Male,351,4,3,Premium,9.9,Supplier_2,Delhi,8,43.24,0,1,8,3,2023,241,35,1,0,0,None,1.1366
2023-08-30,skincare,SKU002,35.32,90,274,9677.68,Male,504,13,2,Premium,9.63,Supplier_2,Mumbai,10,13.39,0,2,8,3,2023,242,35,1,0,0,None,1.1359
2023-08-31,skincare,SKU002,83.32,94,280,23329.6,Female,460,7,4,Standard,25.24,Supplier_6,Delhi,6,44.27,0,3,8,3,2023,243,35,1,0,0,None,1.2611
2023-09-01,skincare,SKU002,73.18,94,296,21661.28,Female,363,9,1,Premium,11.57,Supplier_4,Mumbai,17,29.86,0,4,9,3,2023,244,35,0,0,0,None,1.2051
2023-09-02,skincare,SKU002,40.98,96,409,16760.82,Unisex,560,12,6,Economy,29.63,Supplier_7,Delhi,6,22.07,1,5,9,3,2023,245,35,0,0,0,None,1.5649
2023-09-03,skincare,SKU002,85.91,90,304,26116.64,Male,318,15,8,Economy,11.73,Supplier_4,Pune,9,42.34,1,6,9,3,2023,246,35,0,0,0,None,1.4427
2023-09-04,skincare,SKU002,45.45,95,236,10726.2,Female,455,6,5,Standard,23.57,Supplier_6,Mumbai,20,22.73,0,0,9,3,2023,247,36,0,0,0,None,1.0914
2023-09-05,skincare,SKU002,62.09,96,227,14094.43,Male,438,5,6,Express,12.25,Supplier_4,Chennai,18,32.4,0,1,9,3,2023,248,36,0,0,0,None,0.9807
2023-09-06,skincare,SKU002,16.42,85,240,3940.8,Female,474,18,4,Express,13.38,Supplier_4,Kolkata,6,9.33,0,2,9,3,2023,249,36,0,0,0,None,0.979
2023-09-07,skincare,SKU002,43.45,86,251,10905.95,Unisex,296,22,3,Express,15.1,Supplier_7,Bangalore,17,18.4,0,3,9,3,2023,250,36,0,0,0,None,1.0857
2023-09-08,skincare,SKU002,48.72,87,382,18611.04,Unisex,382,15,6,Standard,9.83,Supplier_1,Chennai,18,30.82,0,4,9,3,2023,251,36,0,0,0,None,1.0833
2023-09-09,skincare,SKU002,115.62,91,305,35264.1,Unisex,398,4,4,Economy,25.24,Supplier_2,Bangalore,6,51.47,1,5,9,3,2023,252,36,0,0,0,None,1.4049
2023-09-10,skincare,SKU002,112.35,91,298,33480.3,Male,364,4,7,Standard,8.86,Supplier_1,Pune,10,57.14,1,6,9,3,2023,253,36,0,0,0,None,1.2288
2023-09-11,skincare,SKU002,38.49,93,249,9584.01,Female,345,24,3,Premium,12.62,Supplier_7,Mumbai,16,18.76,0,0,9,3,2023,254,37,0,0,0,None,1.0211
2023-09-12,skincare,SKU002,18.77,94,234,4392.18,Female,276,4,5,Express,14.77,Supplier_1,Mumbai,16,11.94,0,1,9,3,2023,255,37,0,0,0,None,0.9162
2023-09-13,skincare,SKU002,109.78,92,208,22834.24,Unisex,247,5,7,Economy,25.28,Supplier_5,Bangalore,6,54.22,0,2,9,3,2023,256,37,0,0,0,None,0.9132
2023-09-14,skincare,SKU002,61.42,88,241,14802.22,Male,271,12,8,Express,18.29,Supplier_3,Bangalore,20,39.32,0,3,9,3,2023,257,37,0,0,0,None,1.011
2023-09-15,skincare,SKU002,55.76,93,213,11876.88,Female,213,23,3,Economy,9.66,Supplier_4,Mumbai,6,25.73,0,4,9,3,2023,258,37,0,0,0,None,1.0072
2023-09-16,skincare,SKU002,103.93,94,397,41260.21,Male,436,19,6,Standard,11.33,Supplier_3,Kolkata,5,47.8,1,5,9,3,2023,259,37,0,0,0,None,1.3726
2023-09-17,skincare,SKU002,75.46,86,312,23543.52,Male,531,22,5,Economy,22.57,Supplier_5,Kolkata,5,29.23,1,6,9,3,2023,260,37,0,0,0,None,1.2616
2023-09-18,skincare,SKU002,28.02,90,235,6584.7,Unisex,295,13,5,Express,22.58,Supplier_2,Chennai,18,18.01,0,0,9,3,2023,261,38,0,0,0,None,1.0464
2023-09-19,skincare,SKU002,95.31,88,204,19443.24,Male,284,23,8,Economy,25.5,Supplier_2,Delhi,6,45.52,0,1,9,3,2023,262,38,0,0,0,None,0.9372
2023-09-20,skincare,SKU002,110.09,88,180,19816.2,Unisex,268,14,6,Express,17.42,Supplier_4,Delhi,20,65.13,0,2,9,3,2023,263,38,0,0,0,None,0.9323
2023-09-21,skincare,SKU002,18.62,88,192,3575.04,Male,467,18,6,Express,24.06,Supplier_6,Mumbai,17,7.28,0,3,9,3,2023,264,38,0,0,0,None,1.0303
2023-09-22,skincare,SKU002,36.21,100,241,8726.61,Male,476,17,2,Premium,22.87,Supplier_1,Mumbai,8,19.52,0,4,9,3,2023,265,38,0,0,0,None,1.0243
2023-09-23,skincare,SKU002,15.03,86,344,5170.32,Male,487,25,2,Economy,10.31,Supplier_2,Delhi,15,9.2,1,5,9,3,2023,266,38,0,0,0,None,1.3236
2023-09-24,skincare,SKU002,50.26,87,282,14173.32,Unisex,485,18,1,Express,29.96,Supplier_5,Delhi,13,31.13,1,6,9,3,2023,267,38,0,0,0,None,1.214
2023-09-25,skincare,SKU002,78.53,94,249,19553.97,Female,323,13,7,Express,17.62,Supplier_7,Delhi,17,32.49,0,0,9,3,2023,268,39,0,0,0,None,1.005
2023-09-26,skincare,SKU002,97.11,94,198,19227.78,Unisex,293,17,2,Economy,29.29,Supplier_1,Delhi,20,43.72,0,1,9,3,2023,269,39,0,0,0,None,0.8982
2023-09-27,skincare,SKU002,30.31,98,196,5940.76,Female,444,4,4,Economy,25.12,Supplier_4,Pune,13,11.43,0,2,9,3,2023,270,39,0,0,0,None,0.8917
2023-09-28,skincare,SKU002,52.62,100,246,12944.52,Male,377,20,4,Economy,22.38,Supplier_2,Chennai,5,30.02,0,3,9,3,2023,271,39,1,1,0,None,1.1308
2023-09-29,skincare,SKU002,64.25,97,290,18632.5,Female,422,23,2,Express,22.44,Supplier_6,Pune,14,22.94,0,4,9,3,2023,272,39,1,1,0,None,1.1219
2023-09-30,skincare,SKU002,91.32,92,327,29861.64,Female,443,3,4,Economy,8.92,Supplier_4,Mumbai,7,58.56,1,5,9,3,2023,273,39,1,1,0,None,1.4466
2023-10-01,skincare,SKU002,60.93,99,432,26321.76,Male,594,3,8,Express,22.65,Supplier_7,Kolkata,6,32.04,1,6,10,4,2023,274,39,0,0,1,Diwali,1.0554
2023-10-02,skincare,SKU002,91.74,90,458,42016.92,Male,568,18,4,Economy,15.89,Supplier_6,Kolkata,17,47.91,0,0,10,4,2023,275,40,0,0,1,Diwali,0.8718
2023-10-03,skincare,SKU002,119.53,88,375,44823.75,Unisex,438,4,7,Standard,21.17,Supplier_2,Delhi,7,65.01,0,1,10,4,2023,276,40,0,0,1,Diwali,0.7776
2023-10-04,skincare,SKU002,67.36,95,299,20140.64,Male,353,8,7,Economy,26.05,Supplier_4,Bangalore,12,25.28,0,2,10,4,2023,277,40,0,0,1,Diwali,0.7003
2023-10-05,skincare,SKU002,24.38,98,378,9215.64,Unisex,642,18,4,Express,11.52,Supplier_3,Bangalore,5,15.56,0,3,10,4,2023,278,40,0,0,1,Diwali,0.7707
2023-10-06,skincare,SKU002,99.25,90,275,27293.75,Unisex,426,18,2,Premium,18.41,Supplier_2,Pune,13,50.29,0,4,10,4,2023,279,40,0,0,1,Diwali,0.7631
2023-10-07,skincare,SKU002,75.4,87,473,35664.2,Unisex,616,17,5,Economy,28.57,Supplier_2,Kolkata,11,31.64,1,5,10,4,2023,280,40,0,0,1,Diwali,0.982
2023-10-08,skincare,SKU002,103.33,90,467,48255.11,Female,521,18,4,Express,21.98,Supplier_7,Pune,20,62.97,1,6,10,4,2023,281,40,0,0,1,Diwali,0.897
2023-10-09,skincare,SKU002,22.38,92,373,8347.74,Female,377,9,1,Economy,14.87,Supplier_7,Bangalore,16,12.55,0,0,10,4,2023,282,41,0,0,1,Diwali,0.7396
2023-10-10,skincare,SKU002,69.77,85,260,18140.2,Female,260,8,1,Economy,27.62,Supplier_2,Bangalore,18,27.27,0,1,10,4,2023,283,41,0,0,1,Diwali,0.6255
2023-10-11,skincare,SKU002,91.83,89,372,34160.76,Unisex,461,23,1,Premium,24.55,Supplier_7,Chennai,12,38.58,0,2,10,4,2023,284,41,0,0,1,Diwali,0.6185
2023-10-12,skincare,SKU002,87.66,97,391,34275.06,Female,452,3,7,Premium,24.9,Supplier_6,Bangalore,10,54.59,0,3,10,4,2023,285,41,0,0,1,Diwali,0.6795
2023-10-13,skincare,SKU002,116.04,88,402,46648.08,Male,527,5,4,Premium,18.0,Supplier_5,Mumbai,15,51.3,0,4,10,4,2023,286,41,0,0,1,Diwali,0.6717
2023-10-14,skincare,SKU002,87.11,95,426,37108.86,Unisex,426,16,4,Economy,25.78,Supplier_5,Delhi,13,50.73,1,5,10,4,2023,287,41,0,0,1,Diwali,0.863
2023-10-15,skincare,SKU002,100.47,88,560,56263.2,Female,560,24,2,Standard,13.38,Supplier_7,Bangalore,7,55.58,1,6,10,4,2023,288,41,0,0,1,Diwali,0.7872
2023-10-16,skincare,SKU002,92.39,95,336,31043.04,Female,336,16,6,Express,16.67,Supplier_1,Kolkata,17,58.08,0,0,10,4,2023,289,42,0,0,1,Diwali,0.6822
2023-10-17,skincare,SKU002,60.59,98,358,21691.22,Unisex,477,20,2,Premium,28.1,Supplier_4,Bangalore,14,32.8,0,1,10,4,2023,290,42,0,0,1,Diwali,0.6066
2023-10-18,skincare,SKU002,95.59,91,334,31927.06,Male,526,25,2,Economy,21.67,Supplier_1,Kolkata,14,41.24,0,2,10,4,2023,291,42,0,0,1,Diwali,0.5992
2023-10-19,skincare,SKU002,21.58,90,384,8286.72,Unisex,412,22,4,Economy,22.04,Supplier_7,Delhi,11,9.8,0,3,10,4,2023,292,42,0,0,1,Diwali,0.6575
2023-10-20,skincare,SKU002,56.16,85,353,19824.48,Male,531,8,3,Express,26.93,Supplier_2,Delhi,5,25.27,0,4,10,4,2023,293,42,0,0,1,Diwali,0.6494
2023-10-21,skincare,SKU002,95.15,94,288,27403.2,Female,288,24,8,Premium,19.02,Supplier_4,Delhi,16,34.67,1,5,10,4,2023,294,42,0,0,1,Diwali,0.8338
2023-10-22,skincare,SKU002,66.98,94,344,23041.12,Male,595,20,6,Premium,10.73,Supplier_4,Kolkata,14,25.75,1,6,10,4,2023,295,42,0,0,1,Diwali,0.7601
2023-10-23,skincare,SKU002,71.81,92,323,23194.63,Female,583,11,1,Economy,15.78,Supplier_1,Kolkata,19,31.96,0,0,10,4,2023,296,43,0,0,1,Diwali,0.6256
2023-10-24,skincare,SKU002,53.15,85,228,12118.2,Unisex,261,13,8,Standard,22.24,Supplier_4,Bangalore,13,30.98,0,1,10,4,2023,297,43,0,0,1,Diwali,0.5561
2023-10-25,skincare,SKU002,23.11,92,259,5985.49,Male,525,11,4,Economy,15.85,Supplier_2,Mumbai,14,13.29,0,2,10,4,2023,298,43,0,0,1,Diwali,0.5493
2023-10-26,skincare,SKU002,23.14,95,263,6085.82,Unisex,429,16,3,Standard,29.01,Supplier_5,Chennai,5,12.54,0,3,10,4,2023,299,43,0,0,1,Diwali,0.603
2023-10-27,skincare,SKU002,52.83,90,299,15796.17,Female,526,25,1,Premium,18.03,Supplier_3,Mumbai,10,32.43,0,4,10,4,2023,300,43,0,0,1,Diwali,0.5958
2023-10-28,skincare,SKU002,64.35,99,396,25482.6,Unisex,396,19,3,Standard,22.56,Supplier_5,Kolkata,16,32.71,1,5,10,4,2023,301,43,1,0,1,Diwali,0.8803
2023-10-29,skincare,SKU002,38.77,95,328,12716.56,Female,328,13,4,Premium,27.27,Supplier_5,Delhi,6,14.84,1,6,10,4,2023,302,43,1,0,1,Diwali,0.8032
2023-10-30,skincare,SKU002,97.37,99,365,35540.05,Male,611,14,2,Economy,26.12,Supplier_7,Delhi,17,50.27,0,0,10,4,2023,303,44,1,0,1,Diwali,0.6619
2023-10-31,skincare,SKU002,94.18,93,270,25428.6,Female,279,22,1,Economy,20.7,Supplier_5,Chennai,9,59.55,0,1,10,4,2023,304,44,1,0,1,Diwali,0.5892
2023-11-01,skincare,SKU002,57.9,92,362,20959.8,Male,382,4,5,Standard,19.97,Supplier_4,Pune,11,33.39,0,2,11,4,2023,305,44,0,0,1,Diwali,0.7807
2023-11-02,skincare,SKU002,33.8,91,366,12370.8,Male,575,22,1,Premium,29.14,Supplier_3,Mumbai,10,15.77,0,3,11,4,2023,306,44,0,0,1,Diwali,0.8587
2023-11-03,skincare,SKU002,26.63,87,282,7509.66,Male,282,7,5,Express,21.6,Supplier_6,Bangalore,14,11.85,0,4,11,4,2023,307,44,0,0,1,Diwali,0.8504
2023-11-04,skincare,SKU002,22.01,95,390,8583.9,Unisex,444,8,4,Economy,24.44,Supplier_1,Kolkata,15,9.29,1,5,11,4,2023,308,44,0,0,1,Diwali,0.9958
2023-11-05,skincare,SKU002,49.82,93,282,14049.24,Male,282,15,4,Express,21.88,Supplier_4,Pune,15,30.14,1,6,11,4,2023,309,44,0,0,1,Diwali,0.9113
2023-11-06,skincare,SKU002,111.14,91,284,31563.76,Male,365,14,7,Express,13.68,Supplier_1,Pune,19,49.28,0,0,11,4,2023,310,45,0,0,1,Diwali,0.7533
2023-11-07,skincare,SKU002,64.3,91,332,21347.6,Male,419,9,8,Express,11.43,Supplier_2,Bangalore,11,41.51,0,1,11,4,2023,311,45,0,0,1,Diwali,0.6729
2023-11-08,skincare,SKU002,107.63,85,348,37455.24,Unisex,647,24,2,Express,20.76,Supplier_1,Chennai,6,64.63,0,2,11,4,2023,312,45,0,0,1,Diwali,0.6684
2023-11-09,skincare,SKU002,56.84,88,339,19268.76,Female,339,17,2,Express,14.55,Supplier_1,Delhi,13,29.98,0,3,11,4,2023,313,45,0,0,1,Diwali,0.7382
2023-11-10,skincare,SKU002,15.66,86,309,4838.94,Female,348,9,8,Express,9.89,Supplier_3,Delhi,20,8.6,0,4,11,4,2023,314,45,0,0,1,Diwali,0.6976
2023-11-11,skincare,SKU002,87.81,95,365,32050.65,Unisex,365,4,1,Express,19.5,Supplier_1,Chennai,13,50.94,1,5,11,4,2023,315,45,0,0,1,Diwali,0.9028
2023-11-12,skincare,SKU002,73.58,99,332,24428.56,Unisex,332,12,1,Standard,20.89,Supplier_1,Chennai,6,36.64,1,6,11,4,2023,316,45,0,0,1,Diwali,0.8303
